"","JM1710_Coe_Spring_Run","JM1711_Paradise_Park_Spring","JM1716_Bell_Spring","JM1717_Buzzard_Fountain","JM1719_Palmer_B","JM1722_James_Spring","JM1724_Lolo_Spring","JM1726_Choss_Seep","JM1727_Zigzag_Spring","JM1728_Coe_Spring_B","JM1766_James_Spring","JM1767_Sandy_Creek_Trib.","JM1776_Buzzard_Fountain","JM1778_Paradise_Park_Spring","JM1785_Choss_Seep"
"Otu10416",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Otu10418",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu10422",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10438",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"Otu10441",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu10448",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10449",3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10454",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10457",0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
"Otu10459",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10465",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"Otu10466",0,0,1,0,0,0,0,0,0,3,0,0,0,0,1
"Otu10470",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10472",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Otu10478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10483",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu10486",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10487",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"Otu10490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu10492",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10493",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Otu10494",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Otu10500",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10501",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10504",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10506",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10508",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Otu10509",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10512",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10516",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
"Otu10517",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10520",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu10521",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu10523",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Otu10524",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Otu10525",1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu10526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10532",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"Otu10537",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10540",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10541",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10545",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu10548",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu10551",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu10553",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Otu10556",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Otu10562",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"Otu10563",1,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"Otu10570",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Otu10571",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10572",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10573",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"Otu10576",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu10579",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"Otu10580",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu10581",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"Otu10583",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10593",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu10597",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10598",1,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"Otu10603",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10607",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"Otu10609",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Otu10611",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10612",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu10614",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10620",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu10621",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10622",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu10623",0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"Otu10624",0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
"Otu10628",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10630",0,0,0,0,0,2,0,0,0,1,1,0,0,0,0
"Otu10634",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10635",0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
"Otu10637",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10640",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10644",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10648",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"Otu10653",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu10658",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10665",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10670",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Otu10671",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10673",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10675",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10677",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10678",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10685",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Otu10689",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu10692",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"Otu10694",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10695",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Otu10696",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"Otu10699",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Otu10700",0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"Otu10702",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10705",0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"Otu10709",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu10713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10715",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu10716",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10719",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"Otu10720",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10721",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Otu10732",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu10734",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10737",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Otu10741",0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"Otu10743",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10744",0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
"Otu10747",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Otu10748",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10750",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10753",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Otu10755",0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
"Otu10757",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10759",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu10766",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu10767",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10769",0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
"Otu10770",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu10775",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10776",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Otu10779",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu10781",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu10782",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10785",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10787",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Otu10789",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"Otu10792",0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
"Otu10797",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10798",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Otu10808",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10809",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"Otu10810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Otu10814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10816",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Otu10817",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10818",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10822",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"Otu10825",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Otu10826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10827",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10828",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"Otu10830",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10834",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Otu10836",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10843",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10846",0,0,0,0,0,1,1,0,0,2,0,0,0,0,0
"Otu10855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10861",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"Otu10863",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10868",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Otu10871",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu10872",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"Otu10880",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10883",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Otu10893",0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
"Otu10902",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Otu10907",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Otu10911",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Otu10915",0,0,3,0,0,1,0,0,0,0,0,1,0,0,0
"Otu10919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10922",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"Otu10923",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10925",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"Otu10926",0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"Otu10929",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu10930",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10944",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu10947",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"Otu10951",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu10956",0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
"Otu10958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10964",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Otu10966",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Otu10967",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"Otu10975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10976",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10986",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Otu10989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu10990",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu10998",2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Otu11000",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Otu11005",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11006",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"Otu11008",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11011",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"Otu11012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11013",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu11019",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Otu11022",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Otu11024",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11025",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu11030",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu11031",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11032",1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu11037",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11046",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu11047",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Otu11051",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Otu11052",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11056",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
"Otu11057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11060",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11062",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu11069",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11070",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"Otu11072",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu11087",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu11088",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Otu11095",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11096",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Otu11097",0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"Otu11099",0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
"Otu11106",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"Otu11107",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11112",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Otu11116",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11123",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Otu11124",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11125",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu11126",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11129",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11130",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11131",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu11132",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu11134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11138",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11149",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu11155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11157",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11161",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11162",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu11163",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu11166",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11167",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu11168",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11169",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11173",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Otu11175",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu11176",1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Otu11177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11179",0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"Otu11182",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11183",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Otu11184",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu11186",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Otu11187",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Otu11191",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu11192",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11193",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu11194",0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"Otu11197",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Otu11199",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Otu11200",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11202",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Otu11203",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu11206",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11208",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"Otu11210",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Otu11213",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu11216",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu11219",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu11220",0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"Otu11221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11222",0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"Otu11231",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11232",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu11238",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"Otu11241",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"Otu11242",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu11244",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu11245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11254",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu11256",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11259",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Otu11261",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
"Otu11269",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11270",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Otu11271",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu11272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11278",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"Otu11280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11282",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11290",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11292",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu11295",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11304",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11305",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11306",0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"Otu11309",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"Otu11312",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11314",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Otu11315",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11317",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu11319",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11321",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11322",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu11323",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Otu11325",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11326",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"Otu11327",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11329",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11330",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu11331",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11332",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"Otu11333",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu11334",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Otu11337",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu11338",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11344",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"Otu11346",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11349",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"Otu11353",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11355",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu11356",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11358",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11360",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu11361",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu11368",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11369",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Otu11371",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Otu11372",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11375",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Otu11377",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"Otu11378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11379",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Otu11381",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11389",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
"Otu11391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11396",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Otu11399",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu11401",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11403",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu11415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11423",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Otu11425",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Otu11428",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Otu11430",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu11433",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Otu11437",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu11442",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"Otu11444",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
