"","JM1713_Rubideau","JM1714_Lunch_Creek","JM1715_Mineral_Creek_Spring","JM1741_McDonald_Creek_1","JM175_Mtn_Goat","JM1762_Mtn_Goat","JM1773_Lunch_Creek","JM1774_Crack_Spring","JM177_Piegan_North","JM179_Weeping_Wall"
"Otu04861",0,0,0,0,0,0,0,0,0,0
"Otu04863",0,0,0,0,0,0,0,0,0,0
"Otu04864",0,0,0,0,0,0,0,0,0,0
"Otu04868",0,0,4,6,0,0,0,0,0,0
"Otu04869",0,0,0,0,0,0,0,0,0,0
"Otu04870",0,0,0,0,0,0,0,0,0,0
"Otu04872",0,0,0,0,0,0,0,10,0,0
"Otu04873",0,0,0,0,3,0,0,0,0,0
"Otu04874",0,6,0,0,0,0,0,0,0,0
"Otu04876",0,0,0,0,0,0,0,0,0,0
"Otu04878",0,0,0,0,3,0,0,0,0,0
"Otu04879",0,0,0,0,7,0,0,0,0,0
"Otu04883",0,0,0,0,6,0,0,0,0,0
"Otu04884",0,0,0,0,0,0,0,0,0,0
"Otu04885",0,0,0,0,0,0,0,0,0,0
"Otu04887",0,0,0,0,0,0,0,0,0,0
"Otu04888",0,0,0,0,0,0,0,0,0,0
"Otu04890",0,0,0,0,0,0,0,0,0,0
"Otu04891",0,0,0,0,0,0,0,0,0,0
"Otu04895",0,0,0,0,0,0,0,0,0,0
"Otu04896",0,0,0,0,0,0,3,1,0,0
"Otu04900",0,0,0,0,0,0,0,0,0,0
"Otu04901",0,0,0,0,0,0,0,0,0,0
"Otu04902",0,0,0,0,0,0,0,0,0,0
"Otu04903",0,0,0,0,0,0,0,0,0,0
"Otu04905",0,0,7,0,0,0,0,0,0,0
"Otu04907",5,0,0,1,0,0,0,0,0,3
"Otu04909",0,0,0,2,0,0,0,0,0,0
"Otu04911",0,0,1,0,0,0,0,0,0,0
"Otu04912",0,0,0,0,0,0,0,0,0,0
"Otu04913",0,0,0,0,0,0,0,5,0,0
"Otu04914",0,0,0,0,0,0,0,0,0,0
"Otu04915",0,0,0,0,0,0,0,0,0,0
"Otu04917",0,0,0,0,0,0,0,0,0,0
"Otu04918",0,0,0,0,0,0,0,0,0,0
"Otu04919",0,0,8,5,0,0,0,0,0,0
"Otu04920",0,0,0,0,0,0,0,0,0,0
"Otu04921",0,0,0,0,0,0,0,0,0,0
"Otu04922",0,0,0,0,0,0,0,0,0,0
"Otu04923",0,0,1,0,0,0,0,0,0,0
"Otu04925",0,1,0,0,0,0,0,0,0,0
"Otu04926",0,0,0,0,0,0,0,0,0,0
"Otu04928",0,0,0,0,0,0,0,7,0,0
"Otu04929",0,0,3,0,0,0,0,11,0,0
"Otu04932",0,0,0,0,0,0,3,1,0,0
"Otu04933",0,0,0,0,0,0,0,0,0,0
"Otu04937",0,0,0,7,0,0,0,0,0,0
"Otu04939",0,0,0,0,0,0,0,0,0,0
"Otu04940",0,0,9,0,0,0,0,0,0,0
"Otu04941",16,0,0,0,0,0,0,0,0,0
"Otu04942",0,0,0,0,0,0,0,0,0,0
"Otu04946",0,0,0,0,0,0,0,0,0,0
"Otu04948",3,0,0,0,0,0,0,0,0,0
"Otu04951",0,5,10,0,0,0,1,0,0,0
"Otu04952",0,0,0,0,0,0,0,9,0,0
"Otu04953",0,0,0,0,0,0,0,0,0,0
"Otu04954",0,0,0,2,0,0,0,0,0,0
"Otu04955",0,0,0,0,1,0,0,0,0,0
"Otu04958",0,0,0,2,0,0,0,0,0,0
"Otu04960",0,0,0,4,0,0,0,0,0,0
"Otu04963",0,0,0,0,0,0,0,0,0,0
"Otu04964",0,0,0,0,0,0,1,0,0,0
"Otu04965",0,0,0,0,0,0,0,0,0,0
"Otu04966",0,0,0,0,0,0,0,0,0,0
"Otu04968",0,0,0,0,0,0,0,0,0,0
"Otu04971",0,0,0,0,7,0,0,0,0,0
"Otu04972",0,0,0,0,0,0,1,0,1,0
"Otu04973",0,0,0,4,0,0,0,0,0,0
"Otu04974",0,0,4,1,0,0,0,0,0,0
"Otu04975",0,0,0,0,0,0,0,0,0,0
"Otu04978",0,0,0,0,0,0,0,0,0,0
"Otu04979",0,0,0,0,0,0,0,0,0,0
"Otu04981",0,0,2,0,0,0,0,1,0,0
"Otu04982",0,0,0,0,0,0,0,0,0,0
"Otu04983",0,0,0,0,0,0,0,0,0,0
"Otu04984",0,0,0,0,0,0,0,0,0,0
"Otu04986",0,0,0,0,0,0,0,10,0,0
"Otu04987",0,0,0,0,0,0,0,0,0,0
"Otu04989",0,1,0,0,0,0,0,0,0,6
"Otu04991",0,0,0,0,0,0,0,0,0,0
"Otu04992",0,0,0,0,0,0,0,0,0,0
"Otu04993",0,0,0,0,0,0,0,0,0,0
"Otu04995",0,0,2,1,0,2,0,0,0,0
"Otu04997",0,0,0,0,0,0,0,0,0,0
"Otu04998",0,0,0,2,0,0,0,0,0,0
"Otu05000",0,3,0,2,0,0,0,0,0,0
"Otu05001",0,0,0,0,0,0,0,8,0,0
"Otu05003",0,0,0,0,0,0,0,0,0,0
"Otu05004",0,2,0,0,0,0,0,0,0,0
"Otu05005",0,0,0,3,0,0,0,7,0,0
"Otu05006",0,1,0,1,0,0,1,2,0,6
"Otu05008",0,0,0,0,0,0,0,0,0,0
"Otu05009",0,0,0,0,0,0,0,0,0,0
"Otu05010",0,0,0,0,0,0,0,0,0,0
"Otu05011",0,0,0,0,0,0,0,0,3,0
"Otu05012",0,0,0,0,0,0,0,0,0,0
"Otu05013",5,0,0,0,1,0,1,0,0,0
"Otu05014",0,0,0,1,0,0,0,0,0,0
"Otu05015",0,0,0,0,0,0,0,0,0,0
"Otu05017",0,0,0,0,11,0,0,0,0,0
"Otu05018",0,0,0,0,0,0,0,0,0,0
"Otu05020",0,8,0,0,0,2,0,0,0,0
"Otu05023",0,0,0,0,0,0,0,0,0,0
"Otu05024",0,0,0,0,0,0,0,0,0,2
"Otu05025",0,0,0,0,0,0,0,0,0,0
"Otu05026",0,0,4,0,0,0,0,0,0,0
"Otu05027",0,0,0,0,0,0,0,0,0,0
"Otu05028",0,0,0,0,0,0,0,0,0,0
"Otu05029",0,0,0,0,0,0,0,0,0,0
"Otu05030",0,0,0,0,0,0,0,0,0,0
"Otu05033",1,0,1,0,0,0,0,0,0,0
"Otu05034",0,0,0,0,0,0,0,6,0,0
"Otu05036",0,0,0,0,0,0,0,0,0,0
"Otu05039",0,0,0,0,0,0,0,0,0,0
"Otu05040",0,0,0,0,0,0,0,0,0,0
"Otu05041",0,0,0,0,0,0,0,0,0,0
"Otu05042",0,0,0,0,0,0,0,7,0,0
"Otu05043",0,0,0,0,0,0,0,0,0,0
"Otu05044",0,0,0,0,0,0,0,0,0,0
"Otu05046",0,0,0,0,0,0,0,1,1,0
"Otu05048",0,0,0,0,0,0,0,0,0,0
"Otu05049",0,0,0,0,0,0,0,0,0,0
"Otu05052",0,0,0,5,0,0,0,0,0,0
"Otu05054",0,0,0,0,0,0,0,0,0,0
"Otu05055",0,0,0,0,0,0,0,0,0,0
"Otu05056",0,0,0,0,3,0,0,0,0,0
"Otu05058",0,0,0,0,0,0,0,0,0,0
"Otu05059",0,0,0,0,4,0,0,0,0,2
"Otu05061",0,0,0,0,0,0,0,0,0,0
"Otu05063",0,0,0,0,0,0,0,0,0,0
"Otu05064",0,0,0,0,0,0,0,0,0,0
"Otu05065",0,0,0,0,0,0,0,0,0,0
"Otu05066",0,0,0,0,0,0,0,0,0,0
"Otu05067",0,0,1,1,0,0,0,0,0,0
"Otu05069",0,0,0,0,0,0,0,0,0,0
"Otu05070",0,0,0,0,0,0,0,0,0,0
"Otu05071",0,0,0,0,0,5,0,1,0,0
"Otu05072",0,0,0,0,0,0,0,11,0,0
"Otu05073",0,0,0,0,0,0,0,4,0,0
"Otu05074",18,0,0,0,0,0,0,0,0,0
"Otu05075",1,0,1,0,1,0,0,0,0,0
"Otu05076",0,0,0,0,0,0,0,0,0,0
"Otu05079",0,0,0,0,0,0,0,0,0,0
"Otu05080",0,0,0,0,0,0,0,0,0,0
"Otu05081",1,2,0,0,0,0,0,0,0,0
"Otu05083",0,4,0,0,1,0,0,0,0,3
"Otu05084",0,0,2,0,0,0,0,0,0,0
"Otu05085",0,0,0,0,6,0,0,0,0,0
"Otu05086",0,0,0,0,0,0,0,0,0,0
"Otu05088",0,0,0,0,0,0,0,0,0,0
"Otu05089",0,0,0,0,0,0,0,0,5,0
"Otu05090",0,0,0,0,0,0,0,0,0,0
"Otu05094",0,2,0,0,0,0,0,0,0,3
"Otu05095",0,0,0,0,0,0,0,9,0,0
"Otu05096",0,0,0,0,0,0,0,0,0,0
"Otu05097",0,0,0,0,0,0,0,0,0,0
"Otu05100",0,0,0,0,2,0,0,0,0,0
"Otu05102",0,0,0,0,0,0,0,13,0,0
"Otu05103",0,0,0,0,0,0,0,0,0,0
"Otu05104",0,0,0,0,0,0,0,0,9,0
"Otu05105",0,0,0,0,0,0,0,0,0,0
"Otu05106",0,0,0,0,0,0,0,0,0,0
"Otu05107",0,0,0,0,0,0,0,1,0,0
"Otu05108",0,0,0,0,0,0,4,0,0,0
"Otu05110",0,0,0,1,0,0,1,0,0,1
"Otu05111",0,0,0,0,0,0,0,0,0,0
"Otu05112",0,0,0,0,0,0,0,0,0,0
"Otu05114",0,0,0,0,6,0,0,0,0,0
"Otu05115",9,0,0,0,0,1,0,0,0,0
"Otu05119",1,0,0,0,0,0,0,0,0,0
"Otu05120",0,0,0,0,0,0,0,0,0,0
"Otu05122",0,0,0,0,0,0,0,0,0,0
"Otu05123",0,0,0,0,0,0,0,0,0,0
"Otu05124",0,0,0,0,0,0,0,0,0,0
"Otu05125",0,0,0,0,0,0,0,4,0,0
"Otu05130",0,0,0,0,0,0,0,0,0,0
"Otu05133",0,0,0,0,0,0,0,7,0,0
"Otu05135",0,0,0,0,0,0,0,0,0,0
"Otu05136",0,0,0,0,0,0,0,0,0,0
"Otu05138",0,0,0,0,0,0,0,0,0,0
"Otu05139",0,0,0,0,0,0,0,0,0,0
"Otu05141",0,0,0,0,0,0,0,0,0,0
"Otu05142",0,0,0,0,0,0,3,0,0,0
"Otu05143",0,0,0,0,0,0,0,0,0,0
"Otu05144",0,0,0,4,0,0,0,0,0,0
"Otu05147",0,0,0,0,0,0,0,7,0,0
"Otu05148",0,0,0,0,0,0,0,0,0,0
"Otu05149",0,0,1,0,0,0,0,0,0,0
"Otu05151",0,0,0,0,0,0,0,0,0,0
"Otu05154",0,0,0,0,0,0,0,0,0,0
"Otu05155",0,0,0,0,0,0,0,2,0,0
"Otu05156",0,0,0,0,0,0,0,0,0,0
"Otu05157",0,0,0,0,0,0,0,0,0,5
"Otu05158",0,0,0,0,0,0,0,0,0,0
"Otu05159",0,0,0,0,0,0,0,0,0,0
"Otu05161",0,0,0,0,0,0,0,0,0,0
"Otu05162",0,4,0,0,0,0,0,0,0,2
"Otu05165",0,0,0,0,0,0,0,0,0,0
"Otu05167",0,0,0,0,0,0,0,0,0,0
"Otu05168",0,0,0,0,0,0,0,0,0,0
"Otu05170",0,0,0,0,0,0,0,0,0,0
"Otu05172",0,0,0,0,0,0,0,0,0,0
"Otu05173",0,0,4,3,0,0,0,0,0,3
"Otu05175",0,0,0,0,0,0,7,0,0,0
"Otu05176",0,0,0,0,0,0,0,0,0,0
"Otu05177",0,0,3,7,0,0,0,0,0,0
"Otu05179",0,0,0,0,0,0,0,0,0,0
"Otu05181",0,0,0,0,0,0,0,0,0,0
"Otu05182",0,0,0,0,0,0,0,0,0,0
"Otu05183",0,2,1,0,0,0,0,2,0,0
"Otu05185",0,0,0,0,0,0,0,0,0,0
"Otu05186",0,0,0,0,0,0,0,0,0,0
"Otu05187",1,0,0,0,0,0,0,0,0,0
"Otu05188",0,0,0,0,0,0,0,0,0,1
"Otu05190",0,0,0,0,0,0,0,0,0,0
"Otu05191",0,0,0,0,0,0,0,0,0,0
"Otu05192",0,0,0,7,0,0,0,0,0,0
"Otu05193",5,0,0,0,0,0,0,2,0,0
"Otu05194",0,0,0,0,0,0,0,0,0,0
"Otu05196",0,0,0,0,0,0,0,0,0,0
"Otu05197",0,0,0,0,0,0,0,0,0,0
"Otu05198",0,0,0,0,1,0,0,0,0,0
"Otu05199",0,0,0,0,0,0,0,1,0,0
"Otu05200",0,0,0,0,0,0,0,0,0,1
"Otu05202",0,0,4,0,0,0,0,0,0,0
"Otu05203",0,0,0,0,0,0,0,0,0,0
"Otu05204",0,0,0,0,0,0,0,0,0,0
"Otu05206",0,0,0,0,0,0,5,0,0,0
"Otu05209",0,0,0,0,0,0,0,0,0,0
"Otu05210",0,0,0,0,0,0,0,0,0,0
"Otu05213",0,0,0,0,0,0,0,0,0,0
"Otu05214",0,0,0,0,0,0,0,0,0,0
"Otu05215",0,1,0,0,0,0,0,11,0,0
"Otu05216",0,0,0,0,0,0,0,0,0,0
"Otu05217",0,0,0,0,0,0,0,8,0,0
"Otu05218",0,0,0,0,0,0,6,0,0,0
"Otu05220",0,0,0,0,0,0,0,0,0,0
"Otu05221",0,0,0,0,0,0,0,6,0,0
"Otu05223",0,0,0,0,0,0,0,0,0,0
"Otu05224",0,0,0,0,0,0,0,0,0,6
"Otu05226",0,0,0,0,0,0,0,0,0,0
"Otu05228",0,0,0,0,0,0,0,0,0,0
"Otu05231",0,0,0,0,0,0,0,0,0,0
"Otu05233",16,0,0,0,0,0,1,0,0,0
"Otu05234",0,0,0,0,0,0,0,9,0,0
"Otu05235",0,0,0,0,0,0,0,0,0,0
"Otu05236",0,0,0,0,0,0,0,0,0,0
"Otu05237",0,1,0,0,0,0,0,3,0,0
"Otu05238",0,0,0,0,0,0,0,2,0,0
"Otu05240",0,0,0,0,0,0,0,0,0,0
"Otu05241",0,0,0,0,0,0,0,0,0,0
"Otu05242",0,0,2,4,0,0,0,0,0,0
"Otu05243",0,0,0,0,0,0,0,0,0,0
"Otu05244",0,0,0,0,0,1,0,1,0,0
"Otu05245",0,0,0,0,0,0,0,0,0,0
"Otu05246",0,0,0,0,0,0,0,0,0,0
"Otu05247",0,0,0,0,0,0,1,0,0,0
"Otu05249",0,0,0,0,0,0,8,0,0,0
"Otu05252",0,0,0,0,0,0,0,0,0,0
"Otu05255",0,0,0,0,0,0,0,0,0,0
"Otu05257",0,0,0,0,0,0,0,0,0,0
"Otu05259",0,0,0,0,0,0,0,0,0,0
"Otu05263",0,2,0,0,0,5,0,0,0,1
"Otu05264",0,0,0,0,0,0,0,0,0,0
"Otu05265",0,0,0,0,0,0,0,6,0,0
"Otu05267",0,0,0,0,0,0,0,0,0,0
"Otu05270",0,0,0,5,0,0,0,0,0,0
"Otu05271",0,0,0,0,0,0,0,0,0,0
"Otu05273",0,0,6,0,0,0,0,0,0,0
"Otu05276",0,0,0,0,0,0,0,0,0,0
"Otu05277",0,0,0,0,0,0,0,0,0,0
"Otu05278",0,0,0,0,0,0,0,0,0,0
"Otu05281",0,0,0,0,0,0,0,0,0,0
"Otu05283",0,0,0,0,0,0,0,0,0,0
"Otu05285",0,0,0,0,0,0,0,0,0,0
"Otu05288",0,0,0,0,0,0,0,0,0,0
"Otu05289",0,0,0,0,1,0,1,0,0,0
"Otu05291",0,0,0,0,0,0,0,0,0,0
"Otu05294",0,0,0,0,0,0,0,0,0,0
"Otu05295",0,0,0,0,1,0,0,0,0,0
"Otu05296",0,0,0,0,0,0,0,0,0,0
"Otu05298",0,0,0,9,0,0,0,0,0,0
"Otu05300",0,0,0,0,0,0,0,0,0,0
"Otu05302",0,0,0,0,0,0,0,0,0,0
"Otu05305",0,4,0,0,0,0,0,0,0,0
"Otu05307",0,0,0,0,0,0,0,0,0,0
"Otu05309",0,0,0,0,0,0,0,0,0,0
"Otu05310",0,0,0,0,6,0,0,0,0,0
"Otu05313",0,0,0,0,0,0,0,0,0,0
"Otu05314",0,0,0,0,0,0,9,0,0,0
"Otu05315",0,0,0,0,0,0,0,0,0,0
"Otu05317",0,0,0,4,0,0,0,0,0,0
"Otu05318",0,0,0,0,0,0,0,0,0,0
"Otu05319",0,0,0,0,0,0,0,0,0,0
"Otu05320",0,0,0,0,0,0,0,0,0,0
"Otu05321",0,0,0,0,0,0,0,0,0,0
"Otu05324",0,0,0,0,0,0,0,0,0,0
"Otu05326",0,0,0,0,0,0,0,1,0,0
"Otu05327",0,0,0,0,0,0,0,0,0,0
"Otu05328",0,0,0,0,0,0,0,0,0,0
"Otu05329",0,0,0,0,0,0,0,0,0,0
"Otu05330",0,1,0,0,0,0,0,1,0,1
"Otu05331",0,0,0,0,0,0,0,0,0,0
"Otu05332",0,0,0,0,0,0,0,0,0,0
"Otu05333",0,0,0,0,0,0,0,0,0,0
"Otu05335",0,0,0,0,0,0,0,0,0,0
"Otu05336",0,0,0,0,0,0,7,0,0,0
"Otu05338",0,0,0,0,0,0,0,0,0,0
"Otu05339",0,0,0,0,0,0,0,0,0,0
"Otu05340",0,0,0,1,0,0,0,0,0,0
"Otu05341",0,0,0,0,0,0,0,0,0,0
"Otu05342",0,0,0,0,0,0,0,0,0,0
"Otu05345",0,0,0,0,0,0,0,0,0,0
"Otu05346",0,0,0,0,0,0,0,0,0,0
"Otu05347",5,0,0,0,0,0,0,0,0,6
"Otu05352",0,0,0,0,0,0,3,0,0,0
"Otu05355",0,0,0,0,0,0,0,0,0,0
"Otu05356",0,0,0,0,0,0,0,0,0,0
"Otu05357",0,0,0,0,0,0,0,1,0,0
"Otu05359",0,0,0,0,2,0,0,0,0,0
"Otu05360",0,0,0,0,0,0,0,0,0,0
"Otu05363",0,0,0,0,0,0,0,0,0,0
"Otu05364",0,0,0,0,0,0,0,0,0,0
"Otu05365",0,0,0,0,0,0,0,0,0,1
"Otu05367",0,0,0,0,0,0,0,0,0,0
"Otu05369",0,0,0,0,0,0,0,0,0,0
"Otu05370",0,1,0,0,0,0,0,0,0,4
"Otu05372",0,0,0,0,0,0,0,0,0,0
"Otu05375",0,0,0,0,0,0,0,0,0,0
"Otu05379",0,0,0,0,0,0,0,1,0,0
"Otu05380",0,0,0,0,0,0,0,0,0,0
"Otu05383",0,0,0,0,0,0,0,0,0,0
"Otu05384",0,0,0,0,0,0,3,0,0,0
"Otu05389",0,0,0,0,0,0,0,0,0,0
"Otu05391",0,0,0,0,0,0,0,0,0,0
"Otu05394",0,0,0,0,0,0,0,0,0,0
"Otu05397",0,0,0,0,0,0,0,1,0,0
"Otu05398",0,0,0,0,0,0,0,0,0,0
"Otu05402",0,0,0,0,1,0,0,0,0,0
"Otu05403",0,0,0,0,0,0,0,0,0,0
"Otu05404",0,0,0,0,0,0,0,0,0,0
"Otu05405",0,0,0,0,0,0,2,0,0,0
"Otu05407",0,0,0,0,0,0,0,8,0,0
"Otu05408",0,0,0,0,0,0,0,0,0,0
"Otu05409",0,0,0,0,0,0,0,0,0,0
"Otu05414",0,0,0,0,0,0,0,0,0,0
"Otu05418",0,0,0,0,0,0,0,0,0,0
"Otu05420",0,0,0,3,1,0,0,1,0,0
"Otu05421",0,0,0,0,0,0,0,0,0,0
"Otu05422",0,0,0,0,0,0,0,0,0,0
"Otu05423",0,0,0,0,0,0,0,5,0,0
"Otu05426",0,0,5,3,0,0,0,0,0,0
"Otu05428",0,0,0,0,0,0,0,0,0,0
"Otu05430",0,0,0,0,0,0,0,0,0,0
"Otu05431",0,0,0,0,0,0,0,9,0,0
"Otu05432",0,0,0,0,0,0,0,0,0,0
"Otu05433",0,0,0,0,0,0,0,0,0,0
"Otu05434",0,0,0,0,0,0,0,0,0,0
"Otu05437",0,0,0,0,0,0,0,0,0,0
"Otu05438",0,0,0,0,0,0,0,0,0,0
"Otu05440",0,0,0,0,0,0,0,0,0,0
"Otu05441",0,0,0,0,0,0,0,0,0,0
"Otu05443",0,0,0,0,0,0,0,0,0,0
"Otu05446",0,0,0,0,0,0,0,0,0,0
"Otu05448",0,0,0,0,0,0,0,2,0,0
"Otu05450",0,0,0,0,0,0,0,0,0,0
"Otu05451",0,0,0,0,0,0,0,0,0,0
"Otu05453",0,0,0,1,0,0,0,0,0,0
"Otu05455",0,0,0,0,4,0,1,0,0,0
"Otu05456",0,0,0,0,0,0,0,6,0,0
"Otu05457",0,0,0,0,0,0,0,0,0,0
"Otu05460",0,0,0,0,0,0,0,0,0,0
"Otu05463",0,0,0,0,0,0,0,0,0,0
"Otu05465",0,0,0,0,0,0,0,0,0,0
"Otu05466",0,0,0,0,0,0,0,0,0,0
"Otu05467",0,0,0,0,0,0,0,0,0,0
"Otu05468",0,0,0,0,0,0,0,0,0,0
"Otu05469",0,0,0,0,0,0,0,0,0,0
"Otu05470",0,0,0,0,0,0,0,0,0,0
"Otu05471",0,0,0,0,0,0,0,0,0,1
"Otu05474",0,0,0,1,0,0,0,2,0,0
"Otu05475",0,0,0,0,0,0,0,0,0,0
"Otu05478",0,0,0,0,0,0,0,9,0,0
"Otu05479",0,0,0,0,0,0,0,0,0,0
"Otu05480",0,0,0,0,0,0,0,0,0,0
"Otu05482",0,0,0,0,0,0,0,0,0,0
"Otu05483",0,0,0,4,0,0,0,0,0,0
"Otu05484",0,0,0,0,0,0,0,0,0,0
"Otu05486",0,0,0,4,0,0,0,0,0,0
"Otu05488",0,0,0,0,0,0,1,0,0,0
"Otu05492",0,0,0,0,0,0,0,0,0,0
"Otu05493",0,0,0,0,0,0,0,7,0,0
"Otu05494",0,0,0,0,0,0,5,0,0,0
"Otu05495",0,0,0,0,0,0,0,9,0,0
"Otu05496",0,0,0,0,0,0,0,0,0,0
"Otu05497",0,0,0,0,0,0,0,0,0,0
"Otu05499",0,0,0,0,0,0,0,0,0,0
"Otu05501",0,0,0,0,0,0,0,0,0,0
"Otu05504",0,1,0,0,0,0,0,0,0,0
"Otu05506",0,0,0,0,0,0,0,0,0,0
"Otu05509",0,0,0,0,0,0,8,0,0,0
"Otu05510",0,0,0,0,0,0,0,9,0,0
"Otu05512",0,0,0,0,0,0,6,0,0,0
"Otu05513",0,0,0,0,0,0,0,0,0,0
"Otu05516",0,4,0,0,0,0,0,0,0,0
"Otu05517",0,0,0,0,2,0,0,0,0,0
"Otu05518",0,0,0,0,0,0,0,0,0,0
"Otu05519",0,0,0,0,0,0,0,0,0,0
"Otu05520",0,0,0,0,0,0,0,5,0,0
"Otu05523",0,0,0,0,0,0,0,0,0,0
"Otu05524",0,0,10,2,0,0,0,0,0,0
"Otu05528",0,0,0,0,0,0,0,0,0,0
"Otu05529",0,0,0,0,0,0,0,0,0,0
"Otu05532",0,0,0,0,0,0,10,0,0,0
"Otu05533",0,1,0,0,0,0,0,0,0,2
"Otu05536",0,0,0,0,0,0,0,0,3,0
"Otu05537",0,0,0,0,0,0,1,0,0,0
"Otu05542",0,0,0,0,1,0,0,0,0,0
"Otu05543",0,0,0,0,0,0,0,0,0,0
"Otu05545",0,0,0,0,0,0,0,0,0,0
"Otu05546",0,0,0,0,0,0,1,0,0,0
"Otu05547",0,0,0,2,0,0,0,0,0,0
"Otu05548",0,0,1,0,0,0,0,0,0,0
"Otu05550",0,0,0,0,0,0,0,0,0,0
"Otu05551",0,0,0,0,0,0,0,0,0,0
"Otu05553",0,0,0,0,0,0,0,0,0,0
"Otu05554",0,0,0,0,0,0,0,0,0,0
"Otu05556",0,0,0,0,0,0,0,10,0,0
"Otu05561",0,0,0,0,0,0,0,6,0,0
"Otu05562",0,0,0,0,0,0,0,0,0,0
"Otu05564",0,0,0,0,0,0,0,0,0,0
"Otu05565",0,0,0,0,0,0,0,5,0,0
"Otu05566",0,0,0,0,0,0,0,0,0,0
"Otu05567",0,0,0,0,0,0,0,0,0,0
"Otu05570",0,0,0,0,0,0,0,0,0,0
"Otu05571",0,0,0,0,0,0,0,0,0,0
"Otu05572",0,0,0,0,4,0,0,0,0,0
"Otu05574",0,0,0,0,0,0,0,0,0,0
"Otu05575",0,4,0,0,0,0,0,0,0,0
"Otu05576",0,0,0,0,0,0,0,0,0,0
"Otu05578",0,0,0,0,0,0,0,8,0,0
"Otu05580",0,0,0,3,0,0,0,0,0,0
"Otu05581",0,0,2,4,0,0,0,0,0,0
"Otu05582",0,0,0,0,0,7,0,0,0,0
"Otu05585",0,0,0,0,0,0,0,0,0,0
"Otu05586",0,0,0,0,0,0,0,0,0,0
"Otu05587",0,0,0,0,0,0,0,0,5,0
"Otu05591",2,1,0,2,0,0,0,0,0,0
"Otu05592",0,0,0,0,0,0,0,0,0,0
"Otu05594",0,0,0,0,0,0,0,0,0,0
"Otu05597",0,0,0,0,0,0,0,0,0,0
"Otu05600",0,0,0,0,0,0,0,0,0,0
"Otu05601",0,0,0,0,0,0,0,0,0,0
"Otu05602",0,0,0,0,0,0,0,0,0,0
"Otu05607",0,0,0,0,0,0,0,0,0,0
"Otu05608",7,0,0,0,1,0,0,0,0,1
"Otu05609",0,0,0,0,0,0,0,0,0,0
"Otu05610",0,0,0,0,0,0,0,4,0,0
"Otu05611",0,0,3,0,0,0,0,0,0,1
"Otu05612",0,0,0,0,0,0,0,0,0,0
"Otu05613",0,0,0,0,0,0,0,0,0,0
"Otu05614",0,0,0,0,0,0,0,0,0,0
"Otu05617",0,0,4,4,0,0,0,0,0,0
"Otu05618",0,0,0,0,0,0,0,0,0,0
"Otu05619",0,0,0,0,0,0,0,0,0,0
"Otu05620",0,0,0,0,0,0,0,0,0,0
"Otu05621",0,0,0,0,0,0,0,8,0,0
"Otu05622",0,0,1,0,0,0,0,0,0,0
"Otu05623",0,0,0,0,0,0,0,2,0,0
"Otu05625",0,4,0,2,0,0,0,0,0,0
"Otu05629",0,0,0,0,0,0,0,0,0,0
"Otu05631",0,0,0,0,0,0,0,0,0,0
"Otu05633",0,0,0,0,0,0,0,0,0,0
"Otu05634",0,0,0,0,0,0,1,0,0,0
"Otu05635",0,0,0,0,0,0,0,1,0,0
"Otu05637",0,0,0,0,0,0,0,0,0,0
"Otu05638",0,0,0,0,1,0,0,0,0,0
"Otu05639",0,0,0,0,0,0,0,0,0,0
"Otu05640",0,0,0,0,0,0,0,0,0,0
"Otu05642",0,0,0,0,0,0,0,0,0,0
"Otu05644",0,2,0,0,0,0,0,0,0,0
"Otu05645",0,0,0,0,0,0,0,0,0,0
"Otu05648",0,0,0,0,0,0,0,0,0,0
"Otu05651",0,0,0,0,0,0,0,0,0,0
"Otu05655",0,0,0,0,0,0,0,0,0,0
"Otu05657",0,0,0,0,0,0,0,0,0,0
"Otu05658",0,0,0,0,0,0,0,0,0,0
"Otu05660",0,0,0,0,0,0,0,0,0,0
"Otu05661",0,1,0,0,4,0,0,0,0,0
"Otu05662",0,0,0,0,0,0,0,0,0,0
"Otu05663",0,0,0,0,0,0,0,0,0,0
"Otu05668",0,4,0,0,0,0,0,0,0,0
"Otu05669",0,0,1,0,0,12,0,0,0,0
"Otu05670",0,0,0,0,0,0,1,0,0,0
"Otu05672",0,0,0,0,0,0,0,0,0,0
"Otu05674",0,0,1,2,0,0,0,0,0,0
"Otu05676",0,0,0,0,0,0,0,0,0,0
"Otu05678",0,0,10,0,0,0,0,0,0,0
"Otu05679",0,0,0,0,0,0,0,0,0,0
"Otu05680",0,0,0,0,0,0,0,0,0,0
"Otu05681",0,0,0,0,0,0,0,1,0,0
"Otu05682",0,0,0,0,0,0,0,0,0,0
"Otu05683",0,0,0,0,0,0,0,0,0,0
"Otu05684",0,0,0,0,0,0,0,0,0,0
"Otu05685",0,0,0,0,0,0,0,6,0,0
"Otu05686",0,0,0,0,7,0,0,0,0,0
"Otu05687",0,0,0,0,0,0,0,0,0,2
"Otu05689",0,0,0,0,0,0,0,0,0,0
"Otu05690",0,0,0,0,0,0,0,0,0,0
"Otu05691",0,0,0,0,0,0,0,0,0,0
"Otu05693",0,0,0,0,0,0,0,0,0,0
"Otu05695",0,0,1,0,0,0,0,0,0,0
"Otu05697",0,0,0,0,0,0,0,0,0,0
