"","JM1713_Rubideau","JM1714_Lunch_Creek","JM1715_Mineral_Creek_Spring","JM1741_McDonald_Creek_1","JM175_Mtn_Goat","JM1762_Mtn_Goat","JM1773_Lunch_Creek","JM1774_Crack_Spring","JM177_Piegan_North","JM179_Weeping_Wall"
"Otu10500",0,0,0,0,0,0,0,0,0,0
"Otu10501",0,0,0,0,0,0,0,0,0,0
"Otu10504",0,0,0,0,0,0,1,0,0,0
"Otu10506",0,0,0,0,0,0,0,0,0,0
"Otu10508",0,0,0,0,0,0,0,0,0,0
"Otu10509",0,0,0,0,0,0,0,0,0,0
"Otu10512",0,0,0,0,0,0,0,0,0,0
"Otu10516",0,0,0,0,0,0,0,0,0,0
"Otu10517",0,0,0,0,0,0,0,0,0,0
"Otu10520",0,0,0,0,0,0,0,0,0,0
"Otu10521",0,0,0,0,0,0,0,0,0,0
"Otu10523",0,1,0,0,0,0,0,0,0,0
"Otu10524",0,0,0,0,0,1,0,0,0,0
"Otu10525",0,0,0,0,0,0,0,0,0,0
"Otu10526",0,0,0,0,0,0,0,2,0,0
"Otu10532",0,0,0,0,0,0,0,0,0,0
"Otu10537",0,0,0,0,0,0,0,0,0,0
"Otu10540",0,0,0,0,0,0,0,0,0,0
"Otu10541",0,0,0,0,0,0,0,0,0,0
"Otu10545",0,0,0,0,0,0,0,0,0,0
"Otu10548",0,0,0,0,0,0,0,0,0,0
"Otu10551",0,0,0,0,0,0,1,0,0,0
"Otu10553",0,0,0,0,0,0,0,0,0,0
"Otu10556",2,0,0,0,0,0,0,0,0,0
"Otu10562",0,0,0,0,0,0,0,0,0,0
"Otu10563",0,0,0,0,0,0,0,0,0,0
"Otu10570",0,0,0,0,0,0,0,0,0,0
"Otu10571",0,0,0,0,0,0,0,0,0,0
"Otu10572",0,0,0,0,0,0,0,1,0,0
"Otu10573",0,0,0,0,0,0,0,0,0,0
"Otu10576",0,0,1,0,0,0,0,0,0,0
"Otu10579",0,0,0,0,0,0,0,0,0,0
"Otu10580",0,0,0,0,0,0,0,0,0,0
"Otu10581",0,0,0,0,0,0,0,0,0,0
"Otu10583",0,0,0,0,0,0,1,0,0,0
"Otu10584",0,0,0,0,0,0,0,1,0,0
"Otu10593",0,0,0,0,0,0,0,0,0,0
"Otu10597",0,0,0,0,0,0,1,0,0,0
"Otu10598",0,0,0,0,0,0,0,0,0,0
"Otu10603",0,0,0,0,0,0,0,0,0,0
"Otu10607",0,0,0,0,0,0,0,0,0,0
"Otu10609",0,0,0,0,0,0,0,0,0,0
"Otu10611",0,0,0,0,0,0,0,1,0,0
"Otu10612",0,0,0,0,0,0,0,0,0,0
"Otu10614",0,0,0,0,0,0,0,0,0,0
"Otu10620",0,0,0,0,1,0,0,0,0,0
"Otu10621",0,0,0,0,0,0,0,0,0,0
"Otu10622",0,0,0,0,0,0,0,1,0,0
"Otu10623",0,0,0,0,0,0,0,0,0,0
"Otu10624",0,0,0,0,0,0,0,0,0,0
"Otu10628",0,0,0,0,0,0,0,0,0,0
"Otu10630",0,0,0,0,0,0,0,0,0,0
"Otu10634",0,0,0,0,0,0,0,0,0,0
"Otu10635",0,0,0,0,0,0,0,0,0,0
"Otu10637",0,0,0,0,0,0,0,0,0,0
"Otu10640",0,0,0,0,0,0,0,0,0,0
"Otu10644",0,0,0,0,0,0,0,0,0,0
"Otu10648",0,0,0,0,0,0,0,0,0,0
"Otu10653",0,0,0,0,0,0,0,0,0,0
"Otu10658",0,0,0,0,0,0,0,0,0,0
"Otu10661",0,0,1,0,0,0,0,0,0,0
"Otu10665",0,0,0,0,0,0,0,0,0,0
"Otu10670",0,0,0,0,0,0,0,0,0,0
"Otu10671",0,0,0,0,0,0,0,0,0,0
"Otu10673",0,0,0,0,0,0,0,0,0,0
"Otu10675",0,0,0,0,0,0,0,2,0,0
"Otu10677",0,0,0,0,0,0,0,0,0,0
"Otu10678",0,0,0,0,0,0,0,0,0,0
"Otu10685",0,0,0,0,0,0,0,0,0,0
"Otu10689",0,0,0,0,0,0,0,0,1,0
"Otu10692",0,0,0,0,0,0,0,0,0,0
"Otu10694",0,0,0,0,0,1,0,0,0,0
"Otu10695",0,0,0,0,0,0,0,0,0,0
"Otu10696",0,0,0,0,0,0,0,0,0,0
"Otu10699",0,0,0,1,0,0,0,0,0,0
"Otu10700",0,0,0,0,0,0,0,0,0,0
"Otu10702",0,0,0,0,0,0,0,0,0,0
"Otu10705",0,0,0,0,0,0,0,0,0,0
"Otu10709",0,0,0,0,0,0,0,0,0,0
"Otu10713",0,0,0,1,0,0,0,0,0,0
"Otu10715",0,0,0,0,0,0,1,0,0,0
"Otu10716",0,0,0,0,0,0,0,0,0,0
"Otu10719",0,0,0,0,0,0,0,0,0,0
"Otu10720",0,0,0,0,0,0,0,0,0,0
"Otu10721",0,0,0,0,0,0,0,0,0,0
"Otu10732",0,0,0,0,0,0,0,0,0,0
"Otu10734",0,0,0,0,0,0,0,0,0,0
"Otu10737",0,0,0,0,0,0,0,0,0,0
"Otu10741",0,0,0,0,0,0,0,0,0,0
"Otu10743",0,0,0,0,0,0,0,0,0,0
"Otu10744",0,0,0,0,0,0,0,0,0,0
"Otu10747",0,0,0,0,0,0,0,0,0,0
"Otu10748",0,0,0,0,0,0,0,0,0,0
"Otu10750",0,0,0,0,0,0,0,0,0,0
"Otu10753",0,0,0,0,0,0,0,0,0,0
"Otu10755",0,0,0,0,0,0,0,0,0,0
"Otu10757",0,0,0,0,0,0,0,0,0,0
"Otu10759",0,0,0,0,0,0,0,0,0,0
"Otu10766",0,0,0,0,0,0,0,0,0,0
"Otu10767",0,0,0,0,0,0,0,0,0,0
"Otu10769",0,0,0,0,0,0,0,0,0,0
"Otu10770",0,0,0,0,0,0,0,0,0,0
"Otu10775",0,0,0,0,0,0,0,2,0,0
"Otu10776",0,0,0,0,0,0,0,0,0,0
"Otu10779",0,0,0,0,0,1,0,0,0,0
"Otu10781",0,0,0,0,0,0,0,0,0,0
"Otu10782",0,0,0,0,0,0,0,1,0,0
"Otu10785",0,0,0,0,0,0,0,0,0,0
"Otu10786",0,0,0,0,1,0,0,0,0,0
"Otu10787",0,0,0,0,0,0,0,0,0,0
"Otu10789",0,0,0,0,0,0,0,0,0,0
"Otu10792",0,0,0,0,0,0,0,0,0,0
"Otu10797",0,0,0,0,0,0,0,0,0,0
"Otu10798",0,0,0,0,0,0,0,0,0,0
"Otu10807",0,0,0,0,0,0,0,0,0,0
"Otu10808",0,0,0,2,0,0,0,0,0,0
"Otu10809",0,0,0,0,0,0,0,0,0,0
"Otu10810",0,0,0,0,0,0,0,0,0,0
"Otu10814",0,0,2,0,0,0,0,0,0,0
"Otu10816",0,0,0,0,0,0,1,0,0,0
"Otu10817",0,0,0,0,0,0,0,0,0,0
"Otu10818",0,0,0,0,0,0,0,0,0,0
"Otu10822",0,0,0,0,0,0,0,0,0,0
"Otu10825",0,0,1,0,0,0,0,0,0,0
"Otu10826",0,2,0,0,0,0,1,0,0,0
"Otu10827",0,0,0,0,0,0,0,0,0,0
"Otu10828",0,0,1,0,0,0,0,0,0,0
"Otu10830",0,0,0,0,0,0,0,0,0,0
"Otu10832",0,2,0,0,0,0,0,0,0,0
"Otu10834",0,0,0,0,0,0,0,0,0,0
"Otu10836",0,0,0,0,0,0,0,1,0,0
"Otu10843",0,0,0,0,0,0,0,0,0,0
"Otu10846",0,0,0,0,0,0,0,0,0,0
"Otu10855",0,0,0,0,1,0,1,0,0,0
"Otu10859",0,0,0,0,0,0,0,1,0,0
"Otu10861",0,0,0,0,0,0,0,0,0,0
"Otu10863",0,0,0,0,0,0,0,0,0,0
"Otu10867",0,0,0,0,0,0,0,1,0,0
"Otu10868",0,0,0,0,0,0,0,0,0,0
"Otu10871",0,0,0,0,0,0,0,0,0,0
"Otu10872",0,0,0,0,0,0,0,0,0,0
"Otu10880",0,0,0,0,0,0,0,0,0,0
"Otu10883",0,0,0,0,0,0,0,0,0,0
"Otu10893",0,0,0,0,0,0,0,0,0,0
"Otu10902",0,0,0,0,0,0,0,0,0,1
"Otu10907",0,0,0,0,0,0,0,0,0,0
"Otu10911",0,0,0,0,0,0,0,0,0,0
"Otu10915",0,0,0,0,0,0,0,0,0,0
"Otu10919",0,0,0,0,0,0,0,0,1,0
"Otu10922",0,0,0,0,0,0,0,0,0,0
"Otu10923",0,0,0,0,0,0,0,0,0,0
"Otu10925",0,0,0,0,0,0,0,0,0,0
"Otu10926",0,0,0,0,0,0,0,0,0,0
"Otu10929",0,0,0,0,0,0,0,0,0,0
"Otu10930",0,0,0,0,0,0,0,0,0,0
"Otu10931",0,0,0,0,0,0,0,0,1,0
"Otu10933",0,0,0,3,0,0,0,0,0,0
"Otu10942",0,0,2,0,0,0,0,0,0,0
"Otu10944",0,0,0,0,0,0,0,0,0,0
"Otu10947",0,0,0,0,0,0,0,0,0,0
"Otu10951",0,0,0,0,0,0,0,3,0,0
"Otu10956",0,0,0,0,0,0,0,0,0,0
"Otu10958",0,1,0,0,0,0,0,0,0,0
"Otu10963",0,0,0,0,0,0,0,0,0,1
"Otu10964",0,0,0,0,0,0,1,0,0,0
"Otu10966",0,0,0,0,0,0,0,0,0,0
"Otu10967",0,0,0,0,0,0,0,0,0,0
"Otu10975",0,0,0,1,0,0,0,0,0,0
"Otu10976",0,0,0,0,0,0,0,0,0,0
"Otu10985",0,0,0,0,0,0,1,0,0,0
"Otu10986",0,0,0,0,0,0,0,0,0,0
"Otu10989",0,0,0,0,2,0,0,0,0,0
"Otu10990",0,0,0,0,0,0,0,0,0,0
"Otu10998",0,0,0,0,0,0,0,0,0,0
"Otu11000",0,0,0,0,0,0,0,0,0,0
"Otu11005",0,0,0,0,0,0,0,1,0,0
"Otu11006",0,0,0,0,0,0,0,0,0,0
"Otu11008",0,0,0,0,0,0,0,2,0,0
"Otu11011",0,0,0,0,0,0,0,0,0,0
"Otu11012",0,0,0,2,0,0,0,0,0,1
"Otu11013",0,0,0,0,0,0,0,0,0,0
"Otu11019",0,0,0,0,0,0,0,0,0,0
"Otu11022",0,0,0,0,0,0,0,0,0,0
"Otu11024",0,0,0,0,0,0,0,0,0,0
"Otu11025",0,0,0,0,0,0,0,0,0,0
"Otu11030",0,0,0,0,0,0,0,0,0,0
"Otu11031",0,0,0,0,0,0,0,0,0,0
"Otu11032",0,0,0,0,0,0,0,0,0,0
"Otu11037",0,0,0,0,0,0,0,0,0,0
"Otu11044",0,0,0,0,0,0,2,0,0,0
"Otu11046",0,0,0,0,0,0,0,0,0,0
"Otu11047",0,0,0,0,0,0,0,0,0,0
"Otu11051",0,0,0,0,0,0,0,0,0,0
"Otu11052",0,0,0,0,0,0,0,0,0,0
"Otu11056",0,0,0,0,0,0,0,0,0,0
"Otu11057",0,0,0,0,0,0,0,3,0,0
"Otu11060",0,0,0,0,0,0,0,0,0,0
"Otu11062",0,0,0,1,0,0,0,0,0,0
"Otu11069",0,0,0,0,0,0,0,0,0,0
"Otu11070",0,0,0,0,0,0,0,0,0,0
"Otu11072",0,0,0,0,0,0,0,0,0,0
"Otu11087",0,0,0,0,0,0,0,0,0,0
"Otu11088",0,0,0,0,0,0,0,0,0,0
"Otu11095",0,0,0,0,0,0,0,0,0,0
"Otu11096",0,0,0,0,0,0,0,0,0,0
"Otu11097",0,0,0,0,0,0,0,0,0,0
"Otu11099",0,0,0,0,0,0,0,0,0,0
"Otu11106",0,0,0,0,0,0,0,0,0,0
"Otu11107",0,0,0,0,0,0,0,0,0,0
"Otu11112",0,0,0,0,0,0,0,0,0,0
"Otu11116",0,0,0,0,0,0,0,0,0,0
"Otu11123",0,0,0,0,0,0,0,0,0,0
"Otu11124",0,0,0,0,0,0,0,0,0,0
"Otu11125",0,0,0,0,0,0,0,0,0,0
"Otu11126",0,0,0,0,0,0,0,0,0,0
"Otu11129",0,0,0,0,0,0,0,0,0,0
"Otu11130",0,0,0,0,0,0,0,0,0,0
"Otu11131",0,0,0,0,0,0,0,0,0,0
"Otu11132",0,0,0,0,0,0,0,0,0,0
"Otu11134",2,0,0,0,0,0,0,0,0,0
"Otu11136",0,0,0,0,1,0,0,0,0,0
"Otu11138",0,0,0,0,0,0,0,0,0,0
"Otu11149",0,0,0,0,0,0,0,0,0,0
"Otu11155",0,0,0,0,0,0,0,0,1,0
"Otu11157",0,0,0,0,0,0,0,0,0,0
"Otu11160",0,0,2,0,0,0,0,0,0,0
"Otu11161",0,0,0,0,0,0,0,0,0,0
"Otu11162",0,0,0,0,0,0,0,0,0,0
"Otu11163",0,0,0,0,0,0,0,0,0,0
"Otu11166",0,0,0,0,0,0,0,0,0,0
"Otu11167",0,0,0,0,0,0,0,0,0,0
"Otu11168",0,0,0,0,0,0,0,0,0,0
"Otu11169",0,0,0,0,2,0,0,0,0,0
"Otu11173",0,0,0,0,0,0,0,0,0,0
"Otu11175",0,0,0,0,0,0,0,0,0,0
"Otu11176",0,0,0,0,0,0,0,0,0,0
"Otu11177",0,0,1,0,0,0,0,0,0,0
"Otu11179",0,0,0,0,0,0,0,0,0,0
"Otu11182",0,0,0,0,0,0,0,0,0,0
"Otu11183",0,0,0,0,0,0,0,0,0,0
"Otu11184",0,0,0,0,0,0,1,0,0,0
"Otu11186",0,0,0,0,0,0,0,0,0,0
"Otu11187",0,0,0,0,0,0,0,0,0,0
"Otu11191",0,0,0,0,0,0,0,0,0,0
"Otu11192",0,0,0,0,0,0,0,0,0,0
"Otu11193",0,0,0,0,0,0,0,0,0,0
"Otu11194",0,0,0,0,0,0,0,0,0,0
"Otu11197",0,0,0,0,0,0,0,0,0,0
"Otu11199",0,0,0,0,0,0,0,0,0,0
"Otu11200",0,0,0,0,0,0,0,0,0,0
"Otu11202",0,0,0,0,0,0,0,0,0,0
"Otu11203",0,0,0,0,0,0,0,0,0,0
"Otu11206",0,0,0,0,0,0,0,0,0,0
"Otu11207",0,0,0,1,0,0,0,1,0,0
"Otu11208",0,0,0,0,0,0,0,0,0,0
"Otu11210",0,0,0,0,0,0,0,0,0,0
"Otu11213",0,0,0,0,0,0,0,0,0,0
"Otu11216",0,0,0,0,0,0,0,0,0,0
"Otu11217",0,0,0,0,0,0,0,0,0,0
"Otu11219",0,0,0,0,0,0,0,0,0,0
"Otu11220",0,0,0,0,0,0,0,0,0,0
"Otu11221",0,0,0,0,1,0,0,0,0,0
"Otu11222",0,0,0,0,0,0,0,0,0,0
"Otu11231",0,0,0,0,0,0,0,0,0,0
"Otu11232",0,0,0,0,0,0,0,0,0,0
"Otu11238",0,0,0,0,0,0,0,0,0,0
"Otu11241",0,0,0,0,0,0,0,0,0,0
"Otu11242",0,0,0,0,0,0,0,1,0,0
"Otu11244",0,0,0,0,0,0,0,0,0,0
"Otu11245",0,0,0,0,0,1,0,0,0,0
"Otu11254",0,0,0,0,0,0,1,0,0,0
"Otu11255",0,0,0,0,0,0,0,0,0,0
"Otu11256",0,0,0,0,0,0,0,0,0,0
"Otu11259",0,0,0,0,0,0,0,0,0,0
"Otu11261",0,0,0,0,0,0,0,0,0,0
"Otu11269",0,0,0,0,0,0,0,0,0,0
"Otu11270",0,0,0,0,0,0,0,0,0,0
"Otu11271",0,0,0,0,0,0,0,0,0,0
"Otu11272",0,1,0,0,0,0,0,0,0,0
"Otu11273",0,0,0,0,2,0,0,0,0,0
"Otu11278",0,0,0,0,0,0,0,0,0,0
"Otu11280",0,0,0,0,0,0,2,0,0,0
"Otu11282",0,0,0,0,0,0,0,1,0,0
"Otu11284",0,0,0,0,0,0,0,0,0,1
"Otu11290",0,0,0,0,0,0,0,0,0,0
"Otu11292",0,0,0,0,0,0,0,0,0,0
"Otu11295",0,0,0,0,0,0,0,0,0,0
"Otu11304",0,0,0,0,0,0,0,0,0,0
"Otu11305",0,0,0,0,0,0,0,0,0,0
"Otu11306",0,0,0,0,0,0,0,0,0,0
"Otu11309",0,0,0,0,0,0,0,0,0,0
"Otu11312",0,0,0,0,0,0,0,0,0,0
"Otu11314",0,0,0,0,0,0,0,0,0,0
"Otu11315",0,0,0,0,0,0,0,0,0,0
"Otu11317",0,0,1,0,0,0,0,0,0,0
"Otu11319",0,0,0,0,0,0,0,0,0,0
"Otu11321",0,0,0,0,0,0,0,0,0,0
"Otu11322",0,0,0,0,0,0,0,0,0,0
"Otu11323",0,0,2,0,0,0,0,0,0,0
"Otu11325",0,0,0,0,0,0,0,0,0,0
"Otu11326",0,0,0,0,0,0,0,0,0,0
"Otu11327",0,0,0,0,0,0,0,0,0,0
"Otu11329",0,0,0,0,0,0,0,0,0,0
"Otu11330",0,0,0,0,0,0,0,0,0,0
"Otu11331",0,0,0,0,0,0,0,0,0,0
"Otu11332",0,0,0,0,0,0,0,0,0,0
"Otu11333",0,0,0,0,0,0,0,0,0,0
"Otu11334",0,0,0,0,0,0,0,0,0,0
"Otu11337",0,0,0,0,0,0,0,0,0,0
"Otu11338",0,0,0,0,0,0,0,1,0,0
"Otu11344",0,0,0,0,0,0,0,0,0,0
"Otu11346",0,0,0,0,0,0,0,0,0,0
"Otu11349",0,0,0,0,0,0,0,0,0,0
"Otu11353",0,0,0,0,0,0,0,0,0,0
"Otu11355",0,0,0,0,0,0,0,0,1,0
"Otu11356",0,0,0,0,0,0,0,0,0,0
"Otu11358",0,0,0,0,0,0,0,0,0,0
"Otu11360",0,0,0,0,0,0,0,2,0,0
"Otu11361",0,0,0,0,0,0,0,0,0,0
"Otu11368",0,0,0,0,0,0,0,1,0,0
"Otu11369",0,0,0,0,0,0,0,0,0,0
"Otu11371",0,0,0,0,0,0,0,0,0,0
"Otu11372",0,0,0,0,0,0,0,0,0,0
"Otu11375",0,0,0,0,0,0,0,0,0,0
"Otu11377",0,0,0,0,0,0,0,0,0,0
"Otu11378",0,0,0,0,2,0,0,0,0,0
"Otu11379",0,0,0,0,0,0,0,0,0,0
"Otu11381",0,0,0,0,0,0,0,0,0,0
"Otu11389",0,0,0,0,0,0,0,0,0,0
"Otu11391",0,0,1,0,0,3,0,0,0,0
"Otu11392",2,0,0,0,0,0,0,0,0,0
"Otu11396",0,0,0,0,0,0,0,0,0,0
"Otu11399",0,0,0,0,0,0,0,0,0,0
"Otu11401",0,0,0,0,0,0,0,0,0,0
"Otu11402",2,1,0,0,0,0,0,0,0,0
"Otu11403",0,0,0,0,0,0,0,0,0,0
"Otu11415",0,0,0,0,2,0,0,0,0,0
"Otu11420",0,0,2,0,0,0,0,0,0,0
"Otu11423",0,0,0,0,0,0,0,0,0,0
"Otu11425",0,0,0,0,0,0,0,1,0,0
"Otu11428",0,0,0,0,0,0,0,0,0,0
"Otu11430",0,0,0,0,0,0,0,0,0,0
"Otu11433",0,0,0,0,0,0,0,0,0,0
"Otu11437",0,0,0,0,0,0,0,0,0,1
"Otu11442",0,0,0,0,0,0,0,0,0,0
"Otu11444",0,0,0,0,0,0,0,0,0,0
"Otu11447",0,0,0,0,0,0,1,0,0,0
"Otu11452",0,0,0,0,0,0,0,0,0,0
"Otu11453",0,0,0,0,0,0,0,0,0,0
"Otu11454",0,0,0,0,0,0,0,0,0,0
"Otu11460",0,0,0,0,0,0,0,0,0,0
"Otu11461",0,0,0,0,0,0,0,0,0,0
"Otu11465",0,0,0,0,0,0,0,0,0,0
"Otu11470",0,0,0,0,0,0,0,0,0,0
"Otu11472",0,0,2,0,0,0,0,0,0,0
"Otu11474",0,0,0,0,1,0,0,0,0,0
"Otu11475",0,0,0,0,0,0,0,0,0,0
"Otu11476",0,0,0,0,0,0,0,0,0,0
"Otu11483",0,0,0,0,0,0,0,0,0,0
"Otu11484",0,0,0,0,0,0,0,0,0,0
"Otu11486",0,0,0,0,0,0,0,0,0,0
"Otu11487",0,0,0,0,0,0,0,0,0,0
"Otu11488",0,0,0,0,0,0,0,0,0,0
"Otu11490",0,0,0,0,0,0,0,0,0,0
"Otu11491",0,0,0,0,0,0,0,0,0,0
"Otu11494",0,0,1,0,0,0,0,0,0,0
"Otu11495",0,0,0,0,0,0,0,0,0,0
"Otu11498",0,0,0,0,0,0,0,0,0,0
"Otu11499",0,0,0,0,0,0,0,0,0,0
"Otu11503",0,0,0,0,0,0,0,0,0,0
"Otu11504",0,0,0,0,0,0,0,0,0,0
"Otu11505",0,0,0,0,0,0,0,0,0,0
"Otu11507",0,0,0,0,0,0,0,0,0,0
"Otu11508",0,0,0,0,0,0,0,0,0,0
"Otu11510",0,0,0,0,0,0,0,1,0,0
"Otu11517",0,0,0,0,0,0,0,0,0,0
"Otu11519",0,0,0,0,0,0,0,1,0,0
"Otu11524",0,0,0,0,0,0,0,0,0,0
"Otu11526",0,0,0,0,0,0,0,0,0,0
"Otu11528",0,0,0,0,0,0,0,0,0,0
"Otu11530",0,0,0,0,0,0,0,0,0,0
"Otu11531",0,0,0,0,0,0,0,0,0,0
"Otu11532",0,0,0,0,0,0,0,2,0,0
"Otu11533",0,0,1,0,0,0,0,0,0,0
"Otu11543",0,0,0,0,1,0,0,0,0,0
"Otu11544",0,0,2,0,0,0,0,0,0,0
"Otu11545",0,0,0,0,0,0,0,0,0,0
"Otu11559",0,0,0,0,0,0,0,0,0,0
"Otu11561",0,0,0,0,0,0,0,0,0,0
"Otu11565",0,0,0,0,0,0,0,1,0,0
"Otu11571",0,0,0,0,0,0,1,0,0,0
"Otu11572",0,0,0,0,0,0,0,0,0,0
"Otu11577",0,0,0,0,0,0,0,0,0,0
"Otu11591",0,0,0,0,0,0,0,0,0,0
"Otu11597",0,0,0,0,0,0,0,2,0,0
"Otu11606",0,0,0,0,0,0,0,0,0,0
"Otu11610",0,0,0,0,0,0,0,0,0,0
"Otu11622",0,0,0,0,0,0,0,0,0,0
"Otu11629",0,0,0,0,0,0,0,0,0,2
"Otu11634",0,0,0,0,0,0,0,0,0,0
"Otu11636",0,0,0,0,0,0,0,1,0,0
"Otu11641",0,0,0,0,0,0,0,0,0,0
"Otu11643",0,0,0,0,0,0,0,0,0,0
"Otu11653",0,0,0,0,0,0,0,0,0,0
"Otu11660",0,0,0,0,0,0,0,0,0,0
"Otu11666",0,0,0,0,0,0,0,0,0,0
"Otu11674",0,0,0,0,0,0,0,0,0,0
"Otu11676",0,0,0,1,0,0,0,1,0,0
"Otu11678",0,0,2,0,0,0,0,0,0,0
"Otu11681",0,0,0,0,0,0,0,0,0,0
"Otu11684",0,0,0,0,0,0,0,0,0,0
"Otu11689",0,0,0,0,0,0,0,0,0,0
"Otu11691",0,0,0,0,0,0,0,0,0,0
"Otu11701",0,0,0,0,0,0,0,0,0,0
"Otu11704",0,1,0,0,0,0,0,0,0,0
"Otu11705",0,0,0,0,0,0,0,0,0,0
"Otu11707",0,0,0,0,0,0,0,0,0,0
"Otu11708",0,0,0,0,0,0,0,0,0,0
"Otu11710",0,0,0,0,0,0,0,0,0,0
"Otu11713",0,0,0,1,0,0,0,0,0,0
"Otu11727",0,0,0,0,0,0,0,0,0,0
"Otu11730",0,0,0,0,0,0,0,0,0,0
"Otu11731",0,0,0,0,0,0,0,0,0,0
"Otu11732",0,0,0,0,0,0,0,0,0,0
"Otu11735",0,0,0,0,0,0,0,0,0,0
"Otu11738",0,0,0,0,0,0,0,0,0,0
"Otu11740",0,0,0,0,0,0,1,0,0,0
"Otu11752",0,0,0,0,0,0,0,0,0,0
"Otu11753",0,0,0,0,0,0,0,0,0,0
"Otu11769",0,0,0,0,0,0,0,0,0,0
"Otu11772",0,0,0,0,0,0,0,0,0,0
"Otu11778",0,0,0,0,0,0,0,0,0,3
"Otu11790",0,0,0,0,0,0,0,0,0,0
"Otu11796",0,0,0,0,0,0,0,0,0,0
"Otu11806",0,0,0,0,0,0,0,0,0,0
"Otu11810",0,0,0,0,0,0,0,0,0,0
"Otu11819",0,0,0,0,0,0,0,0,0,0
"Otu11829",0,0,0,0,0,0,0,0,0,0
"Otu11836",0,0,0,0,0,0,0,0,0,0
"Otu11839",0,0,0,0,0,0,0,0,0,0
"Otu11840",0,0,0,0,0,0,0,0,0,0
"Otu11843",0,0,0,0,0,0,0,0,0,0
"Otu11844",0,0,0,0,0,0,0,0,0,0
"Otu11850",0,0,0,0,0,0,0,0,0,0
"Otu11857",0,0,0,0,0,0,0,0,0,0
"Otu11861",0,0,0,0,0,0,0,0,0,0
"Otu11864",0,0,0,0,0,0,0,0,0,0
"Otu11865",0,0,0,0,0,0,0,0,0,0
"Otu11866",0,0,0,0,0,0,0,0,0,0
"Otu11876",2,0,0,0,0,0,0,0,0,0
"Otu11878",0,0,0,0,0,0,0,0,0,0
"Otu11887",0,0,0,0,0,0,0,0,0,0
"Otu11890",0,0,0,0,0,0,0,0,0,0
"Otu11892",0,0,0,0,1,0,0,1,0,0
"Otu11895",0,0,0,0,0,0,0,0,0,0
"Otu11900",0,0,0,0,0,0,0,0,0,0
"Otu11904",0,0,0,0,0,0,0,0,0,0
"Otu11906",0,0,3,0,0,0,0,0,0,0
"Otu11907",0,0,0,0,0,0,0,0,0,0
"Otu11913",0,0,0,0,0,0,0,0,0,0
"Otu11920",0,0,0,0,0,0,0,0,0,0
"Otu11926",0,0,0,0,0,0,0,0,0,0
"Otu11930",0,0,0,0,0,0,0,0,0,0
"Otu11934",0,0,1,0,0,0,0,0,0,0
"Otu11936",0,1,0,0,0,0,0,0,0,0
"Otu11939",0,0,0,0,0,0,0,0,0,0
"Otu11940",0,0,0,0,0,0,0,0,0,0
"Otu11941",0,0,0,0,0,0,0,0,0,0
"Otu11948",0,0,0,0,0,0,0,0,0,0
"Otu11953",0,0,0,0,0,0,0,0,0,0
"Otu11956",0,0,0,0,0,0,0,0,0,0
"Otu11964",0,0,0,0,0,0,0,0,0,0
"Otu11969",0,0,0,0,0,0,0,0,0,0
"Otu11970",0,0,2,0,0,0,0,0,0,0
"Otu11971",0,0,0,0,0,0,0,0,0,0
"Otu11977",0,0,0,0,0,0,0,0,0,0
"Otu11979",0,0,0,0,0,0,0,0,0,0
"Otu11980",0,0,0,0,0,0,0,0,0,0
"Otu11981",0,0,0,0,2,0,0,0,0,0
"Otu11986",0,0,0,0,0,0,0,0,0,0
"Otu11993",0,0,0,0,0,0,0,0,0,0
"Otu11996",0,0,0,0,0,0,0,0,0,0
"Otu12006",0,0,0,0,0,0,0,0,0,1
"Otu12010",0,0,0,0,0,0,0,0,0,0
"Otu12011",0,0,0,0,0,0,0,0,0,0
"Otu12024",0,0,0,0,0,0,0,0,0,0
"Otu12028",0,0,0,0,0,0,0,1,0,0
"Otu12029",0,0,0,0,0,0,0,0,0,0
"Otu12030",0,0,0,0,0,0,0,0,0,0
"Otu12035",0,0,0,0,0,0,0,0,0,0
"Otu12045",0,0,0,0,0,0,0,0,0,0
"Otu12048",0,0,0,0,0,0,0,0,0,0
"Otu12052",0,0,0,0,0,0,0,0,0,0
"Otu12055",0,0,0,0,0,0,0,1,0,0
"Otu12057",0,0,0,0,0,0,0,0,0,0
"Otu12058",0,0,0,0,0,0,0,0,0,0
"Otu12061",0,0,0,0,0,0,0,0,0,0
"Otu12067",0,0,0,0,0,0,1,0,0,0
"Otu12070",0,0,0,0,0,0,0,0,0,0
"Otu12071",0,0,0,0,0,0,0,0,0,0
"Otu12072",0,0,0,0,0,0,0,0,0,0
"Otu12079",0,0,0,0,0,0,0,0,0,0
"Otu12085",0,0,0,0,0,0,0,0,0,0
"Otu12101",0,0,0,0,0,0,0,0,0,0
"Otu12103",0,0,0,0,0,0,0,0,0,0
"Otu12105",0,0,0,0,0,0,0,0,0,0
"Otu12114",0,0,0,0,0,0,0,0,0,0
"Otu12119",0,0,0,0,0,0,0,0,0,0
"Otu12120",0,0,0,0,0,0,0,0,0,0
"Otu12121",0,0,0,0,0,0,0,0,0,0
"Otu12128",0,0,0,0,0,0,0,0,0,0
"Otu12129",0,0,0,0,0,0,0,0,0,0
"Otu12130",0,0,0,0,0,0,0,0,0,0
